6.720737000000000000e+06,6.024000000000000000e+03
6.720757000000000000e+06,6.033000000000000000e+03
6.720777000000000000e+06,6.036000000000000000e+03
6.720797000000000000e+06,6.034000000000000000e+03
6.720817000000000000e+06,6.031000000000000000e+03
6.720837000000000000e+06,6.035000000000000000e+03
6.720857000000000000e+06,6.041000000000000000e+03
6.720877000000000000e+06,6.033000000000000000e+03
6.720897000000000000e+06,6.008000000000000000e+03
6.720917000000000000e+06,6.004000000000000000e+03
6.720937000000000000e+06,5.993000000000000000e+03
6.720957000000000000e+06,5.988000000000000000e+03
6.720977000000000000e+06,5.997000000000000000e+03
6.720997000000000000e+06,5.998000000000000000e+03
6.721017000000000000e+06,5.993000000000000000e+03
6.721037000000000000e+06,5.991000000000000000e+03
6.721057000000000000e+06,5.989000000000000000e+03
6.721077000000000000e+06,5.983000000000000000e+03
6.721097000000000000e+06,5.990000000000000000e+03
6.721117000000000000e+06,5.991000000000000000e+03
6.721137000000000000e+06,5.989000000000000000e+03
6.721157000000000000e+06,5.987000000000000000e+03
6.721177000000000000e+06,5.983000000000000000e+03
6.721197000000000000e+06,5.975000000000000000e+03
6.721217000000000000e+06,5.982000000000000000e+03
6.721237000000000000e+06,5.991000000000000000e+03
6.721257000000000000e+06,6.022000000000000000e+03
6.721277000000000000e+06,6.026000000000000000e+03
6.721297000000000000e+06,6.028000000000000000e+03
6.721317000000000000e+06,6.031000000000000000e+03
6.721337000000000000e+06,6.032000000000000000e+03
6.721357000000000000e+06,6.027000000000000000e+03
6.721377000000000000e+06,6.020000000000000000e+03
6.721397000000000000e+06,6.025000000000000000e+03
6.721417000000000000e+06,6.023000000000000000e+03
6.721437000000000000e+06,6.019000000000000000e+03
6.721457000000000000e+06,6.014000000000000000e+03
6.721477000000000000e+06,6.016000000000000000e+03
6.721497000000000000e+06,6.011000000000000000e+03
6.721517000000000000e+06,6.003000000000000000e+03
6.721537000000000000e+06,6.002000000000000000e+03
6.721557000000000000e+06,5.998000000000000000e+03
6.721577000000000000e+06,6.000000000000000000e+03
6.721597000000000000e+06,6.003000000000000000e+03
6.721617000000000000e+06,6.010000000000000000e+03
6.721638000000000000e+06,6.005000000000000000e+03
6.721658000000000000e+06,6.011000000000000000e+03
6.721678000000000000e+06,6.003000000000000000e+03
6.721698000000000000e+06,6.000000000000000000e+03
6.721718000000000000e+06,6.002000000000000000e+03
6.721738000000000000e+06,6.005000000000000000e+03
6.721758000000000000e+06,6.007000000000000000e+03
6.721778000000000000e+06,6.012000000000000000e+03
6.721798000000000000e+06,6.001000000000000000e+03
6.721818000000000000e+06,5.992000000000000000e+03
6.721838000000000000e+06,5.994000000000000000e+03
6.721858000000000000e+06,6.011000000000000000e+03
6.721878000000000000e+06,6.016000000000000000e+03
6.721898000000000000e+06,6.044000000000000000e+03
6.721918000000000000e+06,6.055000000000000000e+03
6.721938000000000000e+06,6.070000000000000000e+03
6.721958000000000000e+06,6.059000000000000000e+03
6.721978000000000000e+06,6.050000000000000000e+03
6.721998000000000000e+06,6.050000000000000000e+03
6.722018000000000000e+06,6.057000000000000000e+03
6.722038000000000000e+06,6.046000000000000000e+03
6.722058000000000000e+06,6.043000000000000000e+03
6.722078000000000000e+06,6.039000000000000000e+03
6.722098000000000000e+06,6.035000000000000000e+03
6.722118000000000000e+06,6.031000000000000000e+03
6.722138000000000000e+06,6.020000000000000000e+03
6.722158000000000000e+06,6.030000000000000000e+03
6.722178000000000000e+06,6.032000000000000000e+03
6.722198000000000000e+06,6.028000000000000000e+03
6.722218000000000000e+06,6.023000000000000000e+03
6.722238000000000000e+06,6.024000000000000000e+03
6.722258000000000000e+06,6.026000000000000000e+03
6.722278000000000000e+06,6.030000000000000000e+03
6.722298000000000000e+06,6.028000000000000000e+03
6.722318000000000000e+06,6.025000000000000000e+03
6.722338000000000000e+06,6.027000000000000000e+03
6.722358000000000000e+06,6.029000000000000000e+03
6.722378000000000000e+06,6.023000000000000000e+03
6.722398000000000000e+06,6.021000000000000000e+03
6.722418000000000000e+06,6.024000000000000000e+03
6.722438000000000000e+06,6.025000000000000000e+03
6.722458000000000000e+06,5.995000000000000000e+03
6.722478000000000000e+06,6.015000000000000000e+03
6.722498000000000000e+06,6.010000000000000000e+03
6.722518000000000000e+06,6.010000000000000000e+03
6.722538000000000000e+06,6.016000000000000000e+03
6.722558000000000000e+06,6.028000000000000000e+03
6.722578000000000000e+06,6.030000000000000000e+03
6.722598000000000000e+06,6.064000000000000000e+03
6.722618000000000000e+06,6.072000000000000000e+03
6.722638000000000000e+06,6.080000000000000000e+03
6.722663000000000000e+06,6.085000000000000000e+03
6.722678000000000000e+06,6.082000000000000000e+03
6.722698000000000000e+06,6.081000000000000000e+03
6.722718000000000000e+06,6.089000000000000000e+03
6.722738000000000000e+06,6.075000000000000000e+03
6.722758000000000000e+06,6.066000000000000000e+03
6.722778000000000000e+06,6.062000000000000000e+03
6.722798000000000000e+06,6.058000000000000000e+03
6.722818000000000000e+06,6.056000000000000000e+03
6.722838000000000000e+06,6.062000000000000000e+03
6.722858000000000000e+06,6.056000000000000000e+03
6.722878000000000000e+06,6.051000000000000000e+03
6.722898000000000000e+06,6.050000000000000000e+03
6.722918000000000000e+06,6.045000000000000000e+03
6.722938000000000000e+06,6.050000000000000000e+03
6.722958000000000000e+06,6.051000000000000000e+03
6.722978000000000000e+06,6.050000000000000000e+03
6.722998000000000000e+06,6.044000000000000000e+03
6.723018000000000000e+06,6.041000000000000000e+03
6.723038000000000000e+06,6.051000000000000000e+03
6.723058000000000000e+06,6.041000000000000000e+03
6.723078000000000000e+06,6.035000000000000000e+03
6.723098000000000000e+06,6.035000000000000000e+03
6.723118000000000000e+06,6.043000000000000000e+03
6.723138000000000000e+06,6.038000000000000000e+03
6.723158000000000000e+06,6.033000000000000000e+03
6.723178000000000000e+06,6.040000000000000000e+03
6.723198000000000000e+06,6.068000000000000000e+03
6.723218000000000000e+06,6.067000000000000000e+03
6.723238000000000000e+06,6.088000000000000000e+03
6.723258000000000000e+06,6.087000000000000000e+03
6.723278000000000000e+06,6.088000000000000000e+03
6.723298000000000000e+06,6.087000000000000000e+03
6.723318000000000000e+06,6.080000000000000000e+03
6.723338000000000000e+06,6.077000000000000000e+03
6.723358000000000000e+06,6.070000000000000000e+03
6.723378000000000000e+06,6.061000000000000000e+03
6.723398000000000000e+06,6.057000000000000000e+03
6.723418000000000000e+06,6.059000000000000000e+03
6.723438000000000000e+06,6.060000000000000000e+03
6.723458000000000000e+06,6.053000000000000000e+03
6.723478000000000000e+06,6.049000000000000000e+03
6.723498000000000000e+06,6.048000000000000000e+03
6.723518000000000000e+06,6.050000000000000000e+03
6.723538000000000000e+06,6.043000000000000000e+03
6.723558000000000000e+06,6.041000000000000000e+03
6.723578000000000000e+06,6.045000000000000000e+03
6.723598000000000000e+06,6.052000000000000000e+03
6.723618000000000000e+06,6.048000000000000000e+03
6.723638000000000000e+06,6.058000000000000000e+03
6.723658000000000000e+06,6.047000000000000000e+03
6.723678000000000000e+06,6.032000000000000000e+03
6.723698000000000000e+06,6.040000000000000000e+03
6.723718000000000000e+06,6.037000000000000000e+03
6.723738000000000000e+06,6.048000000000000000e+03
6.723758000000000000e+06,6.080000000000000000e+03
6.723778000000000000e+06,6.085000000000000000e+03
6.723798000000000000e+06,6.082000000000000000e+03
6.723818000000000000e+06,6.085000000000000000e+03
6.723838000000000000e+06,6.078000000000000000e+03
6.723858000000000000e+06,6.074000000000000000e+03
6.723878000000000000e+06,6.075000000000000000e+03
6.723898000000000000e+06,6.074000000000000000e+03
6.723918000000000000e+06,6.079000000000000000e+03
6.723938000000000000e+06,6.073000000000000000e+03
6.723958000000000000e+06,6.066000000000000000e+03
6.723978000000000000e+06,6.062000000000000000e+03
6.723998000000000000e+06,6.074000000000000000e+03
6.724018000000000000e+06,6.070000000000000000e+03
6.724038000000000000e+06,6.052000000000000000e+03
6.724058000000000000e+06,6.048000000000000000e+03
6.724078000000000000e+06,6.045000000000000000e+03
6.724098000000000000e+06,6.045000000000000000e+03
6.724118000000000000e+06,6.051000000000000000e+03
6.724138000000000000e+06,6.052000000000000000e+03
6.724158000000000000e+06,6.053000000000000000e+03
6.724178000000000000e+06,6.054000000000000000e+03
6.724198000000000000e+06,6.053000000000000000e+03
6.724218000000000000e+06,6.054000000000000000e+03
6.724238000000000000e+06,6.052000000000000000e+03
6.724258000000000000e+06,6.046000000000000000e+03
6.724278000000000000e+06,6.050000000000000000e+03
6.724298000000000000e+06,6.050000000000000000e+03
6.724318000000000000e+06,6.051000000000000000e+03
6.724338000000000000e+06,6.084000000000000000e+03
6.724358000000000000e+06,6.086000000000000000e+03
6.724378000000000000e+06,6.087000000000000000e+03
6.724398000000000000e+06,6.091000000000000000e+03
6.724418000000000000e+06,6.107000000000000000e+03
6.724438000000000000e+06,6.097000000000000000e+03
6.724458000000000000e+06,6.089000000000000000e+03
6.724478000000000000e+06,6.086000000000000000e+03
6.724498000000000000e+06,6.067000000000000000e+03
6.724518000000000000e+06,6.076000000000000000e+03
6.724538000000000000e+06,6.077000000000000000e+03
6.724558000000000000e+06,6.072000000000000000e+03
6.724578000000000000e+06,6.073000000000000000e+03
6.724598000000000000e+06,6.074000000000000000e+03
6.724618000000000000e+06,6.072000000000000000e+03
6.724638000000000000e+06,6.062000000000000000e+03
6.724664000000000000e+06,6.055000000000000000e+03
6.724678000000000000e+06,6.074000000000000000e+03
6.724698000000000000e+06,6.066000000000000000e+03
6.724718000000000000e+06,6.060000000000000000e+03
6.724738000000000000e+06,6.054000000000000000e+03
6.724758000000000000e+06,6.056000000000000000e+03
6.724778000000000000e+06,6.048000000000000000e+03
6.724798000000000000e+06,6.051000000000000000e+03
6.724818000000000000e+06,6.046000000000000000e+03
6.724838000000000000e+06,6.054000000000000000e+03
6.724858000000000000e+06,6.047000000000000000e+03
6.724878000000000000e+06,6.024000000000000000e+03
6.724898000000000000e+06,6.039000000000000000e+03
6.724918000000000000e+06,6.030000000000000000e+03
6.724938000000000000e+06,6.032000000000000000e+03
6.724958000000000000e+06,6.061000000000000000e+03
6.724978000000000000e+06,6.076000000000000000e+03
6.724998000000000000e+06,6.102000000000000000e+03
6.725018000000000000e+06,6.097000000000000000e+03
6.725038000000000000e+06,6.103000000000000000e+03
6.725058000000000000e+06,6.109000000000000000e+03
6.725078000000000000e+06,6.114000000000000000e+03
6.725098000000000000e+06,6.101000000000000000e+03
6.725118000000000000e+06,6.085000000000000000e+03
6.725138000000000000e+06,6.081000000000000000e+03
6.725158000000000000e+06,6.067000000000000000e+03
6.725178000000000000e+06,6.069000000000000000e+03
6.725198000000000000e+06,6.076000000000000000e+03
6.725218000000000000e+06,6.067000000000000000e+03
6.725238000000000000e+06,6.074000000000000000e+03
6.725258000000000000e+06,6.068000000000000000e+03
6.725278000000000000e+06,6.057000000000000000e+03
6.725298000000000000e+06,6.069000000000000000e+03
6.725318000000000000e+06,6.063000000000000000e+03
6.725338000000000000e+06,6.059000000000000000e+03
6.725358000000000000e+06,6.054000000000000000e+03
6.725378000000000000e+06,6.056000000000000000e+03
6.725398000000000000e+06,6.052000000000000000e+03
6.725418000000000000e+06,6.042000000000000000e+03
6.725438000000000000e+06,6.028000000000000000e+03
6.725458000000000000e+06,6.044000000000000000e+03
6.725478000000000000e+06,6.043000000000000000e+03
6.725498000000000000e+06,6.037000000000000000e+03
6.725518000000000000e+06,6.037000000000000000e+03
6.725538000000000000e+06,6.036000000000000000e+03
6.725558000000000000e+06,6.046000000000000000e+03
6.725578000000000000e+06,6.035000000000000000e+03
6.725598000000000000e+06,6.027000000000000000e+03
